npsn,nama_smk,status,akreditasi,alamat,kab_kota,kecamatan,telp,fax
20307681,SMKN 1 SALAM,Negeri,,JL. KRAPYAK RT 13 RW 4 SELOBORO Kode Pos 56484,Kab. Magelang,Kec. Salam,82324918880,82324918880
20307682,SMKN 1 NGABLAK,Negeri,,JL. RAYA MAGELANG - KOPENG KM 26 RT 0 RW 0 Bandungrejo Kode Pos 56194,Kab. Magelang,Kec. Ngablak,81325060407,
20307683,SMKS MUHAMMADIYAH 2 MERTOYUDAN,Swasta,,JL. MAYJEND BAMBANG SOEGENG KM.5 MERTOYUDAN RT 3 RW 1 Sumberrejo Kode Pos 56172,Kab. Magelang,Kec. Mertoyudan,293326094,293326094
20307685,SMKS YPT MUNTILAN,Swasta,,JL. RAYA JOGJA - MAGELANG KM 25 GULON SALAM MAGELANG RT 5 RW 1 Muntilan Kode Pos 56484,Kab. Magelang,Kec. Muntilan,293587574,
20307686,SMKS WIDYA TEKNIK KALIANGKRIK,Swasta,,JL. MASJID AL-FALLAH BESERAN NO.01 RT 1 RW 2 BESERAN Kode Pos 56153,Kab. Magelang,Kec. Kaliangkrik,82282779467,
20307687,SMKS SANJAYA MUNTILAN,Swasta,,JL. TALUN NO. 4 MUNTILAN RT 7 RW 9 Sedayu Kode Pos 56412,Kab. Magelang,Kec. Muntilan,293587809,
20307688,SMKS PURNAMA TEMPURAN,Swasta,,JL. MAGELANG - PURWOREJO RT 4 RW 5 Sidoagung Kode Pos 56161,Kab. Magelang,Kec. Tempuran,2933215150,
20307689,SMKS PANGUDI LUHUR MUNTILAN,Swasta,,JL. TALUN KM1 MUNTILAN RT 0 RW 0 Sedayu Kode Pos 56412,Kab. Magelang,Kec. Muntilan,293587867,293587867
20307702,SMKS MUHAMMADIYAH PAYAMAN SECANG,Swasta,,JL. RAYA PAYAMAN NO. 1 RT 16 RW 9 PAYAMAN Kode Pos 56195,Kab. Magelang,Kec. Secang,293360746,293360746
20307703,SMKS MUHAMMADIYAH MUNGKID,Swasta,,JL. PEMANDIAN BLABAK RT 1 RW 3 Mungkid Kode Pos 56551,Kab. Magelang,Kec. Mungkid,293782029,2933280406
20307704,SMKS MUHAMMADIYAH 2 SALAM,Swasta,,JL. YOGYA - MAGELANG KM.20 RT 2 RW 5 Sucen Kode Pos 56484,Kab. Magelang,Kec. Salam,293588041,293588041
20307705,SMKS MUHAMMADIYAH 1 BOROBUDUR,Swasta,,JL. SUDIRMAN RT 03 RW 01 KALIABON RT 3 RW 1 Borobudur Kode Pos 56553,Kab. Magelang,Kec. Borobudur,293788197,293788197
20307706,SMKS MAARIF 1 NGLUWAR,Swasta,,JL. KYAI RADEN SAHID MAMBANG RT 4 RW 12 Ngluwar Kode Pos 56485,Kab. Magelang,Kec. Ngluwar,2933283223,
20307707,SMKS ASH SHOLIHAH MUNTILAN,Swasta,,JL. PEMUDA 211 MUNTILAN RT 21 RW 4 GUNUNGPRING Kode Pos 56415,Kab. Magelang,Kec. Muntilan,0293/587530,
20307708,SMKS ABDI NEGARA MUNTILAN,Swasta,,JL. PEMUDA BARAT MUNTILAN RT 17 RW 1 Tamanagung Kode Pos 56413,Kab. Magelang,Kec. Muntilan,293587480,2933286945
20307715,SMKS MUHAMMADIYAH 2 MUNTILAN,Swasta,,JL.TENTARA PELAJAR JUMBLENG RT 1 RW 2 Tamanagung Kode Pos 56413,Kab. Magelang,Kec. Muntilan,293585487,293585487
20307716,SMKS MUHAMMADIYAH SALAMAN,Swasta,,JL. RAYA SALAMAN 52 RT 4 RW 13 Salaman Kode Pos 56162,Kab. Magelang,Kec. Salaman,293335166,293335166
20307717,SMKS MUHAMMADIYAH 2 BOROBUDUR,Swasta,,JL. SYAILENDRA RAYA RT 2 RW 1 Borobudur Kode Pos 56553,Kab. Magelang,Kec. Borobudur,293789678,293789678
20307718,SMKS MUHAMMADIYAH 1 SALAM,Swasta,,JL. LAPANGAN RT 2 RW 2 Jumoyo Kode Pos 56484,Kab. Magelang,Kec. Salam,293588315,293588315
20307719,SMKS MUHAMMADIYAH 1 MUNTILAN,Swasta,,JL. KH A.DAHLAN RT 1 RW 6 Pucungrejo Kode Pos 56414,Kab. Magelang,Kec. Muntilan,293585092,293585092
20307720,SMKS MUHAMMADIYAH 1 MERTOYUDAN,Swasta,,JL. MAGELANG - YOGYAKARTA KM. 5 SANTAN SUMBERREJO MERTOYUDAN RT 2 RW 1 Sumberrejo Kode Pos 56172,Kab. Magelang,Kec. Mertoyudan,293327330,293327330
20307721,SMKS MAARIF SALAM,Swasta,,JL. CITRO GATEN RT 1 RW 14 Salam Kode Pos 56484,Kab. Magelang,Kec. Salam,293588064,293588064
20307722,SMKS MAARIF KOTA MUNGKID,Swasta,,JL. LETNAN TUKIYAT KOTA MUNGKID RT 0 RW 0 Deyangan Kode Pos 56511,Kab. Magelang,Kec. Mertoyudan,293788802,293788802
20307723,SMKS ISLAM SUDIRMAN GRABAG,Swasta,,JL. Raya Kayupuring Banyusari Grabag Kab. Magelang 56196 RT 3 RW 16 Banyusari Kode Pos 56196,Kab. Magelang,Kec. Grabag,85100507047,
20307724,SMKS ISLAM SECANG,Swasta,,JL. TEMANGGUNG 28 SECANG RT 6 RW 2 SECANG Kode Pos 56195,Kab. Magelang,Kec. Secang,2933217101,2933217101
20307725,SMKS SATYA PRATAMA SALAMAN,Swasta,,JL. P. DIPONEGORO SALAMAN RT 0 RW 0 Menoreh Kode Pos 56162,Kab. Magelang,Kec. Salaman,2933192206,
20308415,SMKN 1 MOJOSONGO,Negeri,,JL. BOYOLALI - SOLO RT 0 RW 0 Mojosongo Kode Pos 57371,Kab. Boyolali,Kec. Mojosongo,276321031,276322695
20308416,SMKN 1 JUWANGI,Negeri,,JL. RAYA JUWANGI NO. 148 RT 20 RW 3 Juwangi Kode Pos 57391,Kab. Boyolali,Kec. Juwangi,2924280037,2924280037
20308417,SMKN 1 KLEGO,Negeri,,"JALAN CEPRESAN - KLEWOR KM. 1,5 RT 8 RW 2 Karangmojo Kode Pos 57385",Kab. Boyolali,Kec. Klego,85290128218,
20308418,SMKN 1 KEMUSU,Negeri,,JL. KEMUSU - JUWANGI KM. 2 RT 1 RW 6 Genengsari Kode Pos 57383,Kab. Boyolali,Kec. Kemusu,8114013505,
20308436,SMKS MUHAMMADIYAH 2 ANDONG,Swasta,,JL. RAYA KACANGAN ANDONG BOYOLALI RT 6 RW 2 Kacangan Kode Pos 57384,Kab. Boyolali,Kec. Andong,2717893103,
20308437,SMKS MUHAMMADIYAH 04 BOYOLALI,Swasta,,JL. LEMBAYUNG NO.4 BOYOLALI RT 6 RW 8 Pulisen Kode Pos 57316,Kab. Boyolali,Kec. Boyolali,276324016,276324016
20308438,SMKS BHINNEKA KARYA 1 BOYOLALI,Swasta,,JL. KEBON IJO NO. 5 RT 9 RW 3 Simo Kode Pos 57377,Kab. Boyolali,Kec. Simo,2763294989,
20308452,SMKS BHINNEKA KARYA 2 ANDONG,Swasta,,JL. KARANGGEDE - SOLO RT 21 RW 8 Mojo Kode Pos 57384,Kab. Boyolali,Kec. Andong,2717893126,
20308453,SMKS DWIJA DHARMA BOYOLALI,Swasta,,JL. RAYA BOYOLALI - SOLO KM 2 BOYOLALI RT 0 RW 0 Mojosongo Kode Pos 57322,Kab. Boyolali,Kec. Mojosongo,276322043,
20308454,SMKS KRISTEN SIMO,Swasta,,JALAN MANGGA SIMO RT 10 RW 3 Pelem Kode Pos 57377,Kab. Boyolali,Kec. Simo,2763294758,2763294758
20308455,SMKS MUHAMMADIYAH 1 BOYOLALI,Swasta,,JL. BANGAK - SIMO KM.7  RT 2 RW 2 Sambi Kode Pos 57376,Kab. Boyolali,Kec. Sambi,2763294464,2763294464
20308457,SMKS MAARIF NU 2 BOYOLALI,Swasta,,KARANGPAKEL RT 12 RW 2 Sumberagung Kode Pos 57385,Kab. Boyolali,Kec. Klego,8112658152,
20308458,SMKS KARYA NUGRAHA BOYOLALI,Swasta,,JL. SANDANGLAWE RT 4 RW 2 Karanggeneng Kode Pos 57312,Kab. Boyolali,Kec. Boyolali,276321749,2763293749
20308459,SMKS KARYA DHARMA VETERAN TERAS,Swasta,,JALAN RAYA BOYOLALI-SOLO KM. 07 RT 3 RW 1 Teras Kode Pos 57372,Kab. Boyolali,Kec. Teras,82146032559,
20308460,SMKS GANESHA TAMA BOYOLALI,Swasta,,JL. PERINTIS KEMERDEKAAN BOYOLALI RT 4 RW 2 Pulisen Kode Pos 57316,Kab. Boyolali,Kec. Boyolali,276321579,276321578
20308461,SMKS BHINNEKA KARYA SIMO,Swasta,,JL. TAMBAK SEGARAN NO. 50 RT 3 RW 1 Simo Kode Pos 57377,Kab. Boyolali,Kec. Simo,2763295027,2763294734
20308462,SMKS BHINNEKA KARYA 4 AMPEL,Swasta,,"JALAN FARMING, TUKANGAN RT 0 RW 0 Candi Kode Pos 57352",Kab. Boyolali,Kec. Ampel,276330570,
20308463,SMKS PEMBANGUNAN AMPEL,Swasta,,JL. BARU KALIGENTONG RT 2 RW 2 Kaligentong Kode Pos 57352,Kab. Boyolali,Kec. Ampel,276330887,0
20308464,SMKS PANDANARAN BOYOLALI,Swasta,,JL. SANDANGLAWE RT 4 RW 1 Karanggeneng Kode Pos 57312,Kab. Boyolali,Kec. Boyolali,276321743,276321743
20308465,SMKN 1 SELO,Negeri,,JL. KI HAJAR SALOKA NO. 125 RT 1 RW 7 Samiran Kode Pos 57363,Kab. Boyolali,Kec. Selo,276326063,276326063
20308466,SMKN 1 BOYOLALI,Negeri,,JL. PERINTIS KEMERDEKAAN BOYOLALI RT 7 RW 2 Pulisen Kode Pos 57316,Kab. Boyolali,Kec. Boyolali,276321566,276324987
20308467,SMKN 1 BANYUDONO,Negeri,,JL. KUWIRAN NO. 3 BANYUDONO BOYOLALI RT 12 RW 4 Kuwiran Kode Pos 57373,Kab. Boyolali,Kec. Banyudono,271781834,271781834
20308468,SMKS MUHAMMADIYAH 3 NOGOSARI BOYOLALI,Swasta,,JL. RAYA NOGOSARI RT 7 RW 1 Glonggong Kode Pos 57378,Kab. Boyolali,Kec. Nogosari,,
20309498,SMKN 1 TRUCUK KLATEN,Negeri,,JL. DPU NGARAN MLESE - SABRANGLOR - TRUCUK-KLATEN RT 0 RW 0 Sabrang Lor Kode Pos 57467,Kab. Klaten,Kec. Trucuk,2723102057,
20309499,SMKS YP DELANGGU,Swasta,,BULAN RT 13 RW 6 Bulan Kode Pos 57473,Kab. Klaten,Kec. Wonosari,272551634,2725531308
20309500,SMKS WIDYA KUSUMA PRAMBANAN,Swasta,,MANISRENGGO KM 1 RT 11 RW 3 Tlogo Kode Pos 57454,Kab. Klaten,Kec. Prambanan,85327510585,
20309501,SMKS KRISTEN 5 KLATEN,Swasta,,"JL. OPAK, METUK, TEGALYOSO, KLATEN SELATAN, KLATEN RT 10 RW 4 Tegalyoso Kode Pos 57424",Kab. Klaten,Kec. Klaten Selatan,272325260,272325260
20309502,SMKS KRISTEN 1 KLATEN,Swasta,,JL. DIPONEGORO RT 0 RW 0 Gumulan Kode Pos 57417,Kab. Klaten,Kec. Klaten Tengah,272322348,272322348
20309505,SMKS BATUR JAYA 1 CEPER,Swasta,,JL. BATUR RT 1 RW 6 Tegalrejo Kode Pos 57465,Kab. Klaten,Kec. Ceper,272552625,272552625
20309506,SMKN 3 KLATEN,Negeri,,JL. MERBABU NO.11 RT 4 RW 1 Gayamprit Kode Pos 57423,Kab. Klaten,Kec. Klaten Selatan,272321270,272329039
20309507,SMKS BINA PATRIA BANGSA,Swasta,,JL. TENTARA PELAJAR NO. 07 RT 1 RW 4 Gayamprit Kode Pos 57423,Kab. Klaten,Kec. Klaten Selatan,2723141292,
20309508,SMKS WASIS JOGONALAN,Swasta,,JL. SUMBERSARI RT 3 RW 10 PRAWATAN Kode Pos 57452,Kab. Klaten,Kec. Jogonalan,818272422,
20309509,SMKS SWADAYA KLATEN,Swasta,,JL. PRAMUKA NO.3 KLATEN RT 0 RW 0 Klaten Kode Pos 57411,Kab. Klaten,Kec. Klaten Tengah,322597,322597
20309511,SMKS PGRI KLATEN,Swasta,,JL. DR. WAHIDIN SUDIRO HUSODO 67 KLATEN RT 1 RW 7 Semangkak Kode Pos 57415,Kab. Klaten,Kec. Klaten Tengah,272320768,-
20309512,SMKS PGRI PEDAN,Swasta,,JL. PELAJAR REFORMASI NO. 2 KEDUNGAN PEDAN RT 2 RW 1 Kedungan Kode Pos 57468,Kab. Klaten,Kec. Pedan,272897581,272897581
20309513,SMKS PEMBANGUNAN DELANGGU,Swasta,,"JL. KASWARI, GATAK, DELANGGU RT 1 RW 3 Gatak Kode Pos 57471",Kab. Klaten,Kec. Delanggu,272551995,
20309514,SMKN 1 JUWIRING,Negeri,,"JL.RAYA MRISEN-JUWIRING, RT. 01 RW 02, MRISEN - JUWIRING,  KLATEN, JAWA TENGAH RT 1 RW 2 Mrisen Kode Pos 57472",Kab. Klaten,Kec. Juwiring,272551102,272551102
20309515,SMKS KRISTEN PEDAN,Swasta,,JL. PENCIL RT 10 RW 4 Bendo Kode Pos 57468,Kab. Klaten,Kec. Pedan,272897141,272897141
20309516,SMKS LEONARDO KLATEN,Swasta,,JL. DR. WAHIDIN SUDIRO HUSODO 30 KLATEN RT 2 RW 5 Sekarsuli Kode Pos 57432,Kab. Klaten,Kec. Klaten Utara,272321949,272327347
20309519,SMKS TUNGGAL CIPTA MANISRENGGO,Swasta,,JL. SAMBIREJO RT 8 RW 3 Barukan Kode Pos 57485,Kab. Klaten,Kec. Manisrenggo,85726227210,
20309520,SMKS TEKSTIL PEDAN,Swasta,,JL.UMBUL BUTHO NO. 4 RT 0 RW 0 Kedungan Kode Pos 57468,Kab. Klaten,Kec. Pedan,85642725286,0
20309522,SMKS PETRUS KANISIUS KLATEN,Swasta,,JL. TENTARA PELAJAR NO. 03 KLATEN RT 4 RW 1 Gayamprit Kode Pos 57423,Kab. Klaten,Kec. Klaten Selatan,272321874,272321874
20309523,SMKN PEMULA PRAMBANAN,Negeri,,JL. PRAMBANAN-MANISRENGGO KM 4.5 TEGALSONO RT 0 RW 0 Kebon Dalem Lor Kode Pos 57454,Kab. Klaten,Kec. Prambanan,81578139633,
20309524,SMKS NASIONAL KLATEN,Swasta,,JL. MAYOR KUSMANTO KLATEN RT 1 RW 4 Sekarsuli Kode Pos 57432,Kab. Klaten,Kec. Klaten Utara,272325641,0
20309525,SMKS KARYA TELADAN CAWAS,Swasta,,JL. CAWAS - PAKISAN RT 12 RW 6 Barepan Kode Pos 57463,Kab. Klaten,Kec. Cawas,81548642745,
20309526,SMKN 2 KLATEN,Negeri,,"JL. SENDEN, NGAWEN, KLATEN, JAWA-TENGAH RT 13 RW 6 Senden Kode Pos 57466",Kab. Klaten,Kec. Ngawen,2723354021,2723554021
20309527,SMKS MUHAMMADIYAH 1 KLATEN TENGAH,Swasta,,JL. RING ROAD NGENTAK RT 4 RW 2 Mojayan Kode Pos 57416,Kab. Klaten,Kec. Klaten Tengah,2723269898,0
20309528,SMKS MUHAMMADIYAH 3 KLATEN UTARA,Swasta,,JL. MAYOR KUSMANTO NO. 73 RT 3 RW 5 Gergunung Kode Pos 57434,Kab. Klaten,Kec. Klaten Utara,272324325,272324325
20309529,SMKS MUHAMMADIYAH 2 WEDI,Swasta,,JL. AHMAD YANI NO. 1 WEDI KLATEN RT 4 RW 5 Kalitengah Kode Pos 57461,Kab. Klaten,Kec. Wedi,272323412,
20309530,SMKS MUHAMMADIYAH 2 JATINOM,Swasta,,JL. KRAJAN NO. 2 JATINOM DAN JL. DOROWATI KRAJAN JATINOM RT 11 RW 3 Krajan Kode Pos 57481,Kab. Klaten,Kec. Jatinom,272337456,272337102
20309531,SMKS MUHAMMADIYAH 1 KLATEN UTARA,Swasta,,Jl. Ki Ageng Pengging 40 RT 5 RW 6 Gergunung Kode Pos 57434,Kab. Klaten,Kec. Klaten Utara,272321935,272321935
20309532,SMKN 4 KLATEN,Negeri,,JL. MATARAM NO.5 RT 2 RW 14 Belang Wetan Kode Pos 57436,Kab. Klaten,Kec. Klaten Utara,272324084,272324084
20309672,SMKN 1 PEDAN,Negeri,,JL. BHAYANGKARA - PEDAN RT 11 RW 11 Sobayan Kode Pos 57468,Kab. Klaten,Kec. Pedan,272897237,272897984
20309691,SMKN 1 KLATEN,Negeri,,JL. DR. WAHIDIN SUDIRO HUSODO NO.22 KLATEN RT 2 RW 5 Sekarsuli Kode Pos 57432,Kab. Klaten,Kec. Klaten Utara,272321266,272321567
20309692,SMKN 1 JOGONALAN,Negeri,,"JL. YOGYA - SOLO,TEGAL MAS RT 7 RW 1 Prawatan Kode Pos 57452",Kab. Klaten,Kec. Jogonalan,272322097,2723351360
20309693,SMKS MUHAMMADIYAH DELANGGU,Swasta,,"KARANGMOJO , SABRANG , DELANGGU , KLATEN RT 0 RW 0 Sabrang Kode Pos 57471",Kab. Klaten,Kec. Delanggu,272552847,272552847
20309694,SMKS MUHAMMADIYAH 3 KLATEN TENGAH,Swasta,,JL. JOMBOR INDAH KM 1 RT 2 RW 4 Buntalan Kode Pos 57419,Kab. Klaten,Kec. Klaten Tengah,272328033,272328033
20309695,SMKS MUHAMMADIYAH 2 KLATEN UTARA,Swasta,,JL. MAYOR KUSMANTO RT 3 RW 1 Gergunung Kode Pos 57434,Kab. Klaten,Kec. Klaten Utara,272321186,272321186
20309696,SMKS MUHAMMADIYAH 1 WEDI,Swasta,,JL. JENDRAL A. YANI NO. 1 WEDI RT 24 RW 13 Pakahan Kode Pos 57452,Kab. Klaten,Kec. Jogonalan,272323264,272323264
20309697,SMKS MUHAMMADIYAH 1 JATINOM,Swasta,,JL. MIMBAR NO. 3 JATINOM RT 1 RW 1 Krajan Kode Pos 57481,Kab. Klaten,Kec. Jatinom,272337171,272337171
20309698,SMKS MUHAMMADIYAH 1 PRAMBANAN,Swasta,,JL. PERKUTUT NO. 6 RT 13 RW 4 Tlogo Kode Pos 57454,Kab. Klaten,Kec. Prambanan,85101991828,
20309699,SMKS MUHAMMADIYAH CAWAS,Swasta,,Barepan - Cawas  RT 0 RW 0 Barepan Kode Pos 57463,Kab. Klaten,Kec. Cawas,2728931589,2728931589
20309700,SMKS KRISTEN 4 KLATEN,Swasta,,JL. BY PASS SELATAN GUMULAN KLATEN RT 1 RW 11 Gumulan Kode Pos 57417,Kab. Klaten,Kec. Klaten Tengah,0272 322311,
20309701,SMKS KRISTEN 2 KLATEN,Swasta,,JL. DR. WAHIDIN SUDIRO HUSODO NO.42 RT 1 RW 5 Sekarsuli Kode Pos 57432,Kab. Klaten,Kec. Klaten Utara,322233,322233
20309703,SMKS BATUR JAYA 2 CEPER,Swasta,,JL.RAYA BESOLE - STASIUN CEPER NO.02 KRENEKAN RT 1 RW 5 Klepu Kode Pos 57465,Kab. Klaten,Kec. Ceper,272551418,272552624
20310423,SMKS MUHAMMADIYAH WATUKELIR,Swasta,,"JLN. RAYA WATUKELIR - WERU, SUKOHARJO RT 6 RW 1 JATINGARANG Kode Pos 57562",Kab. Sukoharjo,Kec. Weru,2735331323,
20310436,SMKN 1 SUKOHARJO,Negeri,,"JLN. JEND. SUDIRMAN NO. 151, SUKOHARJO RT 2 RW 4 Jombor Kode Pos 57521",Kab. Sukoharjo,Kec. Bendosari,271593132,271591580
20310437,SMKS PERTIWI KARTASURA,Swasta,,"JL. ADI SUMARMO, NGABEYAN, KARTASURA, SUKOHARJO - RT 1 RW 4 NGABEYAN Kode Pos 57165",Kab. Sukoharjo,Kec. Kartasura,271782228,
20310438,SMKS PGRI SUKOHARJO,Swasta,,JL. TENTARA PELAJAR 766 SUKOHARJO RT 3 RW 7 Jombor Kode Pos 57521,Kab. Sukoharjo,Kec. Bendosari,271591609,271591141
20310439,SMKS MUHAMMADIYAH 1 SUKOHARJO,Swasta,,JL. ANGGREK NO. 2 SUKOHARJO RT 3 RW 2 JETIS Kode Pos 57511,Kab. Sukoharjo,Kec. Sukoharjo,271593187,271590428
20310440,SMKS MUHAMMADIYAH 2 SUKOHARJO,Swasta,,JL. RAYA NGUTER RT 1 RW 3 Nguter Kode Pos 57571,Kab. Sukoharjo,Kec. Nguter,2716594405,
20310441,SMKN 2 SUKOHARJO,Negeri,,JLN. SOLO-WONOGIRI RT 0 RW 0 Begajah Kode Pos 57515,Kab. Sukoharjo,Kec. Sukoharjo,271591588,271591588
20310442,SMKS PEMBANGUNAN NASIONAL,Swasta,,JL. MELATI NO. 52 RT 2 RW 8 Bulakrejo Kode Pos 57522,Kab. Sukoharjo,Kec. Sukoharjo,271592863,271592863
20310443,SMKS TUNAS BANGSA TAWANGSARI,Swasta,,JL. RAYA TAWANGSARI-BANMATI-SUKOHARJO RT 1 RW 6 Kateguhan Kode Pos 57561,Kab. Sukoharjo,Kec. Tawangsari,272881119,272881119
20310445,SMKS VETERAN 1 SUKOHARJO,Swasta,,Jl. Calen 1 Sukoharjo RT 0 RW 0 Jombor Kode Pos 57521,Kab. Sukoharjo,Kec. Bendosari,271593948,271593948
20310446,SMKS KASATRIAN SOLO SUKOHARJO,Swasta,,"JL. MENDUNGAN NO 3, PABELAN, KARTASURA, SUKOHARJO RT 0 RW 0 Pabelan Kode Pos 57162",Kab. Sukoharjo,Kec. Kartasura,271741368,271741368
20310447,SMKS KRIYA SAHID SUKOHARJO,Swasta,,JL. VETERAN NO. 82B SUKOHARJO  RT 2 RW 3 Jetis Kode Pos 57511,Kab. Sukoharjo,Kec. Sukoharjo,271590483,271591153
20310448,SMKS PELAYARAN PANCASILA KARTASURA,Swasta,,JL. SLAMET RIYADI NO:82 KARTASURA SUKOHARJO RT 0 RW 0 KARTASURA Kode Pos 57167,Kab. Sukoharjo,Kec. Kartasura,271781353,271780059
20310449,SMKS MUHAMMADIYAH KARTASURA,Swasta,,JL. PANDAWA NO 146 PUCANGAN KARTASURA SUKOHARJO RT 1 RW 11 Kartasura Kode Pos 57167,Kab. Sukoharjo,Kec. Kartasura,271780113,271180113
20310450,SMKS IPTEK WERU SUKOHARJO,Swasta,,"JL. TIRTOMIJOYO RT 1 RW 1 TAWANG, WERU Kode Pos 57562",Kab. Sukoharjo,Kec. Weru,2717075515,272881150
20310451,SMKS HARAPAN KARTASURA,Swasta,,JL. JEND. A. YANI PABELAN KARTASURA RT 3 RW 10 Pabelan Kode Pos 57162,Kab. Sukoharjo,Kec. Kartasura,271726911,271726911
20310452,SMKS PRAWIRA MARTA KARTASURA,Swasta,,JL. KRANGGAN RT 3 RW 2 Wirogunan Kode Pos 57166,Kab. Sukoharjo,Kec. Kartasura,271784152,271784152
20310453,SMKS SARASWATI GROGOL SUKOHARJO,Swasta,,Jl. SOLO BARU RT 0 RW 0 Madegondo Kode Pos 57552,Kab. Sukoharjo,Kec. Grogol,271621107,
20310454,SMKS TAMANSISWA SUKOHARJO,Swasta,,JL JAKSA AGUNG R SUPRAPTO SUKOHARJO RT 6 RW 2 Sukoharjo Kode Pos 57512,Kab. Sukoharjo,Kec. Sukoharjo,271592036,271592036
20310458,SMKS BINA PATRIA 1 SUKOHARJO,Swasta,,JL. WANDYOPRANOTO NO. 39 SUKOHARJO RT 2 RW 4 Joho Kode Pos 57513,Kab. Sukoharjo,Kec. Sukoharjo,271593487,
20310459,SMKS BINA PATRIA 2 SUKOHARJO,Swasta,,JALAN MAWAR NO.1 BULAKREJO SUKOHARJO RT 3 RW 2 Bulakrejo Kode Pos 57522,Kab. Sukoharjo,Kec. Sukoharjo,271592062,271592062
20310460,SMKS COKROAMINOTO SUKOHARJO,Swasta,,"JL. SUMBULAN LOR, MAKAMHAJI RT 3 RW 13 Makamhaji Kode Pos 57161",Kab. Sukoharjo,Kec. Kartasura,271739985,
20311039,SMKS PGRI 2 WONOGIRI,Swasta,,JL. BRIGJEN KATAMSO RT 1 RW 10 Kaliancar Kode Pos 57652,Kab. Wonogiri,Kec. Selogiri,273322736,
20311040,SMKS PANCASILA 9 GIRIWOYO,Swasta,,"JL. WIJAYAKUSUMA NO. 23, GIRIWOYO RT 1 RW 4 Giriwoyo Kode Pos 57675",Kab. Wonogiri,Kec. Giriwoyo,273462476,
20311041,SMKS PANCASILA 1 WONOGIRI,Swasta,,JALAN JENDRAL SUDIRMAN 106 RT 2 RW 5 Giritirto Kode Pos 57611,Kab. Wonogiri,Kec. Wonogiri,273321028,273321028
20311042,SMKS PANCA MARGA BHAKTI BATURETNO,Swasta,,JL. SIDOMUKTI NO. 41 RT 1 RW 12 BATURETNO Kode Pos 57673,Kab. Wonogiri,Kec. Baturetno,273461561,
20311043,SMKN 2 WONOGIRI,Negeri,,JL. WONOGIRI NGADIROJO KM.3 RT 1 RW 3 Bulusulur Kode Pos 57651,Kab. Wonogiri,Kec. Wonogiri,273323837,273323837
20311044,SMKS MUHAMMADIYAH 5 PURWANTORO,Swasta,,JL. PAKIS BARU PURWANTORO RT 3 RW 5 Tegalrejo Kode Pos 57695,Kab. Wonogiri,Kec. Purwantoro,273415286,
20311045,SMKS MUHAMMADIYAH 4 WONOGIRI,Swasta,,JL. PELEM II KAJEN RT 1 RW 11 KAJEN GIRIPURNO WONOGIRI Kode Pos 57612,Kab. Wonogiri,Kec. Wonogiri,273323173,273323173
20311046,SMKS MUHAMMADIYAH 6 TIRTOMOYO,Swasta,,JL. RAYA TIRTOMOYO- WONOGIRI RT 1 RW 1 Hargantoro Kode Pos 57672,Kab. Wonogiri,Kec. Tirtomoyo,2734631096,
20311047,SMKS IBU S SOEMOHARMANTO,Swasta,,JL. KURYO - JATIPURNO RT 5 RW 1 Jatipurno Kode Pos 57693,Kab. Wonogiri,Kec. Jatipurno,273411658,273411658
20311048,SMKS GIRI WACANA EROMOKO,Swasta,,JL. RAYA EROMOKO WONOGIRI RT 3 RW 3 Eromoko Kode Pos 57663,Kab. Wonogiri,Kec. Eromoko,2735329269,2735329269
20311049,SMKS GAJAH MUNGKUR WONOGIRI,Swasta,,JL. PENGHIJAUAN RT 2 RW 3 BULUSULUR Kode Pos 57651,Kab. Wonogiri,Kec. Wonogiri,273322120,273322120
20311050,SMKS SULTAN AGUNG TIRTOMOYO,Swasta,,JL. TIRTOMOYO-WONOGIRI KM 40 RT 1 RW 10 Tirtomoyo Kode Pos 57672,Kab. Wonogiri,Kec. Tirtomoyo,85867058899,
20311051,SMKS SUDIRMAN 2 WONOGIRI,Swasta,,JL. GATOT SUBROTO NO. 33 RT 2 RW 5 Wonokarto Kode Pos 57612,Kab. Wonogiri,Kec. Wonogiri,273325707,
20311052,SMKS RISTEK NGUNTORONADI,Swasta,,"JL. RAYA WONOGIRI - PACITAN KM 29,5 RT 2 RW 2 Kedungrejo Kode Pos 57671",Kab. Wonogiri,Kec. Nguntoronadi,81329020823,
20311053,SMKS VETERAN MANYARAN,Swasta,,JL. RAYA MANYARAN RT 0 RW 0 Karanglor Kode Pos 57662,Kab. Wonogiri,Kec. Manyaran,273531225,
20311054,SMKS AMERTA WONOGIRI,Swasta,,JL. PROF. IR. SUTAMI NO.24 WONOGIRI RT 3 RW 2 BAURESAN GIRITIRTO Kode Pos 57611,Kab. Wonogiri,Kec. Wonogiri,2733201318,
20311068,SMKS SUDIRMAN 1 WONOGIRI,Swasta,,JL. ADE IRMA SURYANI 33 RT 2 RW 5 Wonokarto Kode Pos 57612,Kab. Wonogiri,Kec. Wonogiri,273321569,273321569
20311304,SMKS PGRI 1 WONOGIRI,Swasta,,JL. TANDON NO. 37 WONOGIRI RT 2 RW 11 GIRIWONO Kode Pos 57613,Kab. Wonogiri,Kec. Wonogiri,273323394,-
20311309,SMKS BHAKTI MULIA WONOGIRI,Swasta,,JL. GUNUNG GANDUL RT 2 RW 5 Giriwono Kode Pos 57613,Kab. Wonogiri,Kec. Wonogiri,273322235,273322235
